id,name,countries,degree_of_endangerment,number_of_speakers,latitude,longitude
1377,ǁGana,Botswana,Vulnerable,1550,-21.7824,21.8971
1761,Akwáwa,Brazil,Vulnerable,1548,-5.2441,-52.7014
1017,Northern Cuicatec,Mexico,Vulnerable,1503,17.9511,-96.7384
1284,Chiquihuitlán Mazatec,Mexico,Definitely endangered,1502,17.9953,-96.7449
1955,Apinajé,Brazil,Vulnerable,1500,-6.0317,-47.5604
1848,Bashkarik,Pakistan,Severely endangered,1500,35.2893,72.6168
434,Chintang,Nepal,Severely endangered,1500,26.9367,87.1991
473,Forest Nenets,Russian Federation,Severely endangered,1500,64.9188,77.7941
2000,Hupda (Colombia),Colombia,Definitely endangered,1500,0.3845,-70.1367
2291,Jah Hut,Malaysia,Severely endangered,1500,3.6452,102.3065
15,Jeri,Côte d'Ivoire,Severely endangered,1500,9.2647,-5.8666
1645,Jonkor Bourmataguil,Chad,Severely endangered,1500,11.4261,19.0145
90,K'emant,Ethiopia,Severely endangered,1500,12.9349,37.2326
1184,Kanashi,India,Definitely endangered,1500,32.0406,77.1075
1869,Karajá,Brazil,Vulnerable,1500,-11.0921,-50.3393
1518,Karelian (Tikhvin),Russian Federation,Severely endangered,1500,59.601,33.3544
1412,Kendem,Cameroon,Severely endangered,1500,5.7061,9.6377
1221,Khamba,"China, India",Definitely endangered,1500,29.0105,94.7653
1226,Lishpa,India,Definitely endangered,1500,27.3327,92.384
1812,Mayoruna (Brazil),Brazil,Vulnerable,1500,-3.3379,-64.8413
786,Mescalero-Chiricahua Apache (New Mexico),United States of America,Definitely endangered,1500,33.1514,-105.7942
2403,Numao Bunu,China,Definitely endangered,1500,24.3902,107.2701
2282,Orang Seletar,Malaysia,Severely endangered,1500,1.3387,103.464
1909,Palenque Creole,Colombia,Definitely endangered,1500,10.0952,-75.1142
2257,Pong,Lao People's Democratic Republic,Definitely endangered,1500,18.4666,105.05
2032,Pyuma,China,Vulnerable,1500,22.8027,121.0748
2039,Saaroa,China,Critically endangered,1500,23.1283,120.7062
2317,Saluan,Indonesia,Vulnerable,1500,-0.8129,122.871
2295,Semaq Beri,Malaysia,Critically endangered,1500,4.0012,102.8443
1722,Talodi,Sudan,Critically endangered,1500,10.6902,30.3964
304,Wayana (Suriname),Suriname,Vulnerable,1500,2.7455,-54.58
215,Wik Mungkan,Australia,Vulnerable,1500,-12.9403,141.9873
2355,Natsilingmiutut,Canada,Vulnerable,1455,68.643,-95.8863
635,Movima,Bolivia (Plurinational State of),Severely endangered,1452,-13.7954,-65.4345
1661,Ngombe,Central African Republic,Definitely endangered,1450,3.9492,15.2352
589,Cinta Larga,Brazil,Vulnerable,1440,-11.4154,-59.7216
2234,Dupaninan Agta,Philippines,Vulnerable,1400,17.9682,122.0361
1724,Tese,Sudan,Critically endangered,1400,11.2161,29.8471
1805,Bororo,Brazil,Definitely endangered,1390,-15.5172,-53.1024
2346,Puluwat,Micronesia (Federated States of),Severely endangered,1364,7.5803,149.425
1757,Kanela Rankokamekra,Brazil,Vulnerable,1337,-6.075,-44.9121
1646,Saba,Chad,Definitely endangered,1335,11.1487,18.0175
1807,Kurripako (Brazil),Brazil,Vulnerable,1332,0.7001,-68.3789
2253,Triw,Lao People's Democratic Republic,Definitely endangered,1328,15.6833,107.2
1341,Guernsey French,United Kingdom of Great Britain and Northern Ireland,Severely endangered,1327,49.4502,-2.5927
2344,Paafang,Micronesia (Federated States of),Severely endangered,1318,7.6198,155.1571
442,Chɨlɨng,Nepal,Definitely endangered,1314,26.9483,87.2527
947,Zapotec of the Valleys north,Mexico,Severely endangered,1303,17.0666,-96.65
343,Cypriot Arabic,Cyprus,Severely endangered,1300,35.3196,33.338
2067,Palikur (Brazil),Brazil,Vulnerable,1300,4.0396,-51.7236
1196,Sanenyo,India,Critically endangered,1300,7.9504,93.576
1287,Tecóatl Mazatec,Mexico,Vulnerable,1300,18.1653,-96.9124
1833,Xinka,Guatemala,Critically endangered,1283,14.3447,-90.2603
920,Ozomatlán Totonac,Mexico,Critically endangered,1276,20.1766,-98.0527
1126,Kāgate,Nepal,Definitely endangered,1273,27.5449,86.2925
628,Maxakali,Brazil,Vulnerable,1271,-16.5519,-40.3417
2688,Murik,Papua New Guinea,Vulnerable,1256,-3.8368,144.2807
1580,Pengo,India,Critically endangered,1254,19.0621,83.4851
1809,Marúbo,Brazil,Vulnerable,1252,-6.0968,-70.2246
1968,Aivilingmiutut,Canada,Vulnerable,1245,64.1657,-83.243
1634,Besme,Chad,Severely endangered,1228,9.6386,16.018
2605,Oirata,Indonesia,Definitely endangered,1221,-8.0755,127.1777
1093,Lohorung,Nepal,Severely endangered,1207,27.4266,87.2498
1709,Harakmbut,Peru,Definitely endangered,1206,-12.9403,-70.2685
2416,Buyang,China,Severely endangered,1200,23.4146,105.7632
2279,Dakka,Indonesia,Vulnerable,1200,-3.316,119.2071
2289,Mah Meri,Malaysia,Severely endangered,1200,2.836,101.4299
588,Manjui,"Argentina, Bolivia (Plurinational State of), Paraguay",Definitely endangered,1200,-23.1201,-62.7539
2613,Te'un (Seram Island),Indonesia,Definitely endangered,1200,-3.1843,128.9465
2034,Tsou,China,Vulnerable,1200,23.5174,120.8564
2614,Ujir,Indonesia,Definitely endangered,1200,-5.6105,134.2776
2420,White Gelao (China),China,Severely endangered,1200,26.4894,105.021
2252,Dakkang,Lao People's Democratic Republic,Definitely endangered,1198,15.6333,107.25
2359,Northern Algonquin,Canada,Vulnerable,1180,48.0616,-77.3521
1923,Akawaio (Brazil),Brazil,Vulnerable,1170,4.1711,-60.249
1272,Huehuetlán Mazatec,Mexico,Vulnerable,1169,18.1964,-96.9471
1697,Trio (Brazil),Brazil,Vulnerable,1156,1.7136,-55.2392
2636,Savo,Solomon Islands,Definitely endangered,1147,-9.1292,159.8071
1830,Tektitek,Guatemala,Definitely endangered,1144,15.3073,-92.0609
2493,Fwâi,New Caledonia (France),Vulnerable,1131,-20.7048,164.9034
1855,Waimirí-Atroarí,Brazil,Vulnerable,1120,-1.0985,-60.8203
1913,Guayabero,Colombia,Definitely endangered,1118,2.6028,-72.3999
2502,Fagauvea (Northern),New Caledonia (France),Vulnerable,1107,-20.4089,166.5444
2503,Fagauvea (Southern),New Caledonia (France),Vulnerable,1107,-20.7381,166.4126
1649,Fania,Chad,Severely endangered,1100,10.0581,18.3993
1642,Ubi,Chad,Severely endangered,1100,12.1534,18.6946
1731,Warnang,Sudan,Severely endangered,1100,10.6538,30.6298
1788,Itzá,Guatemala,Critically endangered,1094,16.9838,-89.899
974,Mixtec of the southwest of Puebla,Mexico,Definitely endangered,1074,18.6333,-98.0666
924,Lowland Chontal,Mexico,Critically endangered,1060,16.0286,-95.6683
530,Koireng,India,Critically endangered,1056,24.2319,93.7463
584,Chipaya,Bolivia (Plurinational State of),Definitely endangered,1050,-19.2074,-68.2031
2340,Mokilese,Micronesia (Federated States of),Critically endangered,1050,6.6864,159.7631
1499,Western Náhuatl,Mexico,Severely endangered,1041,18.3745,-103.3026
1270,Acatepec Mazatec,Mexico,Vulnerable,1038,18.1621,-96.8766
973,Mixtec of Villa de Tututepec,Mexico,Definitely endangered,1019,16.1333,-97.6
1575,Toda,India,Critically endangered,1006,11.3184,76.8273
2580,Adabe,Timor-Leste,Vulnerable,1000,-8.2549,125.5737
463,Alutor,Russian Federation,Severely endangered,1000,60.2016,165.4238
1455,Arapaho (Wyoming),United States of America,Severely endangered,1000,43.0139,-108.8214
113,Beeke,Democratic Republic of the Congo,Severely endangered,1000,0.9997,28.7951
1453,Blackfoot (United States of America),United States of America,Definitely endangered,1000,48.5699,-113.0918
1612,Bohtan Neo-Aramaic,"Georgia, Russian Federation",Severely endangered,1000,41.5579,45.0219
2441,Bola,China,Definitely endangered,1000,25.0638,98.2414
95,Bong'om,Kenya,Definitely endangered,1000,1.1315,35.0134
736,Bora,"Colombia, Peru",Vulnerable,1000,-2.7455,-71.8835
482,Central Siberian Yupik (St. Lawrence Island),United States of America,Definitely endangered,1000,63.7444,-171.7242
1249,Chali,Bhutan,Definitely endangered,1000,27.301,91.2991
1536,Cherokee (North Carolina),United States of America,Severely endangered,1000,35.113,-84.0588
590,Cocama-Cocamilla (Peru),Peru,Severely endangered,1000,-4.8282,-74.2565
1698,Dair,Sudan,Severely endangered,1000,12.517,30.5914
1251,Dakpa,"Bhutan, India",Definitely endangered,1000,27.3937,91.8965
2616,Dampelas,Indonesia,Definitely endangered,1000,0.2005,119.8965
521,Danaw,Myanmar,Critically endangered,1000,21.192,97.3937
1320,Ega,Côte d'Ivoire,Severely endangered,1000,5.8018,-5.4492
75,El Hugeirat,Sudan,Severely endangered,1000,12.3131,28.4243
2630,Faghani,Solomon Islands,Vulnerable,1000,-10.4337,161.5979
1657,Fongoro,Chad,Severely endangered,1000,11.1029,22.7197
773,Gambiri,Afghanistan,Severely endangered,1000,34.9017,70.9085
1254,Gongduk,Bhutan,Vulnerable,1000,27.086,91.2002
2590,Gorap,Indonesia,Definitely endangered,1000,2.1528,128.2516
184,Guugu Yimidhirr,Australia,Vulnerable,1000,-14.8598,144.7338
1383,Gyem,Nigeria,Critically endangered,1000,10.3865,9.3122
2584,Habu,Timor-Leste,Vulnerable,1000,-8.7819,126.0021
712,Hawaiian,United States of America,Critically endangered,1000,21.9226,-160.1147
1984,Hértevin,Turkey,Critically endangered,1000,37.9268,42.5473
2207,Hu,China,Definitely endangered,1000,22.1743,100.9264
1031,Hualapai,United States of America,Vulnerable,1000,35.5279,-113.4297
526,Hung,"Lao People's Democratic Republic, Viet Nam",Definitely endangered,1000,18.9062,105.05
1049,Inkhokvari,Russian Federation,Definitely endangered,1000,42.3981,46.0299
1437,Ishkashimi,Tajikistan,Severely endangered,1000,36.6915,71.7668
1410,Iyive,Cameroon,Severely endangered,1000,6.4354,9.5278
1496,Jiongnai Bunu,China,Definitely endangered,1000,23.3902,108.5135
49,Kaande,Gabon,Severely endangered,1000,-0.1318,11.8103
2226,Kaco',Cambodia,Definitely endangered,1000,13.934,107.4222
528,Kadu,Myanmar,Severely endangered,1000,24.2042,95.6332
2585,Kairui-Midiki,Timor-Leste,Vulnerable,1000,-8.7222,126.2878
112,Kari,Democratic Republic of the Congo,Severely endangered,1000,4.8392,25.5432
1235,Kayabi,Brazil,Vulnerable,1000,-11.1972,-53.2342
1098,Khowa,India,Definitely endangered,1000,27.2546,92.5323
2306,Kodeoha,Indonesia,Vulnerable,1000,-3.4147,120.9155
1656,Kujarge,Chad,Definitely endangered,1000,11.749,22.2431
2081,Kukatja,Australia,Vulnerable,1000,-21.2074,126.4746
2681,Kuot,Papua New Guinea,Vulnerable,1000,-3.0692,151.5234
684,Lokono (Suriname),"French Guiana (France), Suriname",Severely endangered,1000,5.6487,-55.1074
1746,Mahongwe,Gabon,Severely endangered,1000,1.0216,13.9031
456,Manchurian Ölöt,China,Severely endangered,1000,48.1953,124.2993
542,May,"Lao People's Democratic Republic, Viet Nam",Definitely endangered,1000,18.0623,105.5786
48,Mbara,Chad,Severely endangered,1000,10.8009,15.6335
1195,Mech,India,Severely endangered,1000,26.5688,89.1979
1511,Mòcheno,Italy,Definitely endangered,1000,46.1194,11.3258
2586,Naueti,Timor-Leste,Vulnerable,1000,-8.7357,126.7053
143,North Greenlandic,Greenland (Kingdom of Denmark),Definitely endangered,1000,77.4815,-69.3511
2262,Ormuri,"Pakistan, Afghanistan",Definitely endangered,1000,32.518,69.783
1622,Paiter,Brazil,Vulnerable,1000,-11.1245,-61.3476
1814,Pareci,Brazil,Definitely endangered,1000,-14.3525,-58.0174
987,Pasi,India,Definitely endangered,1000,28.1834,95.2651
1348,Resian,Italy,Definitely endangered,1000,46.3734,13.3058
553,Sach,"Lao People's Democratic Republic, Viet Nam",Definitely endangered,1000,17.78,105.7666
1745,Sake,Gabon,Severely endangered,1000,-0.0247,11.7691
346,Saterlandic,Germany,Severely endangered,1000,53.1059,7.6787
2405,She,China,Critically endangered,1000,23.3333,115.2459
1498,Shumashti,Afghanistan,Severely endangered,1000,34.6108,70.7569
1747,Sighu,Gabon,Severely endangered,1000,-0.0549,13.5461
2566,Sobei,Indonesia,Definitely endangered,1000,-1.8632,138.7408
563,Thavung (Laos),"Lao People's Democratic Republic, Thailand",Definitely endangered,1000,18.4666,104.6666
1740,Tirma,Sudan,Critically endangered,1000,6.4899,34.3212
2323,Tombelala,Indonesia,Vulnerable,1000,-2.5315,121.9454
448,Toto,India,Critically endangered,1000,26.6867,89.5056
315,Trio (Suriname),Suriname,Vulnerable,1000,2.1528,-56.3818
2258,Tum,Lao People's Democratic Republic,Definitely endangered,1000,18.7,105.05
1414,Tuotomb,Cameroon,Severely endangered,1000,4.4449,10.371
596,Yatê,Brazil,Severely endangered,1000,-7.0136,-37.0458
2260,Zaiwa,"China, India",Definitely endangered,1000,28.4735,96.4764
84,Zay,Ethiopia,Severely endangered,1000,8.0728,38.8476
2190,Zenaga (Western Sahara),Western Sahara,Critically endangered,1000,22.2687,-13.7109
1376,|Gui,Botswana,Vulnerable,1000,-21.8385,21.7858
1396,ǁAni,Botswana,Definitely endangered,1000,-18.6462,22.1319
1900,Buglé,Panama,Definitely endangered,993,8.5858,-82.3856
1706,Ka'apór,Brazil,Vulnerable,991,-2.8991,-46.3183
114,Hadza,United Republic of Tanzania,Vulnerable,975,-3.401,35.3897
186,Kunwinjku,Australia,Vulnerable,974,-12.1333,133.4014
1781,Bakairi,Brazil,Vulnerable,950,-14.4213,-54.0305
2501,Drubea,New Caledonia (France),Vulnerable,946,-22.0347,166.5527
2342,Namonuito,Micronesia (Federated States of),Severely endangered,944,8.6299,150.0128
1395,Hya,"Cameroon, Nigeria",Severely endangered,940,10.3311,13.5269
602,Machineri (Brazil),Brazil,Vulnerable,937,-10.5742,-70.4882
2381,South Slavey,Canada,Definitely endangered,920,61.8154,-121.3346
1707,Wajãpi,Brazil,Vulnerable,905,0.747,-52.8442
1095,Mewahang,Nepal,Severely endangered,904,27.5441,87.1401
1261,Awapit,Ecuador,Severely endangered,900,1.0985,-78.706
290,Chimila,Colombia,Severely endangered,900,10.0986,-73.894
1419,Kua,Botswana,Definitely endangered,900,-22.7106,26.4605
1741,Njalgulgule,Sudan,Severely endangered,900,8.4452,25.3015
1865,Pech,Honduras,Severely endangered,900,15.0819,-85.5552
1819,Rikbaktsa,Brazil,Severely endangered,900,-10.6174,-58.2714
2490,Caac,New Caledonia (France),Vulnerable,890,-20.3883,164.5614
254,Inuinnaqtun,Canada,Definitely endangered,890,67.8443,-115.2742
2496,Voh-Koné dialects,New Caledonia (France),Definitely endangered,878,-20.9665,164.7866
2353,Kuna (Colombia),Colombia,Severely endangered,876,7.8633,-76.9042
1764,Dení,Brazil,Vulnerable,875,-6.5773,-68.1591
562,Tarao,India,Critically endangered,870,24.297,93.449700000000007
146,Santa María del Mar Huave,Mexico,Severely endangered,862,16.2166,-94.85
2343,Nukuoro,Micronesia (Federated States of),Definitely endangered,860,3.8574,154.9786
972,Mixtec of Santa Cruz Itundujia,Mexico,Definitely endangered,851,16.7666,-97.6
953,"Zapotec of the Southern mountains, northeast",Mexico,Definitely endangered,849,16.2666,-96.2833
2489,Kumak,New Caledonia (France),Vulnerable,847,-20.1278,164.0259
710,Pukapukan,Cook Islands,Definitely endangered,840,-10.871,-165.8441
2598,Lola,Indonesia,Vulnerable,830,-6.3316,134.8818
1785,Ashaninka (Brazil),Brazil,Vulnerable,813,-9.3786,-73.1414
2370,Ottawa (Canada),"Canada, United States of America",Severely endangered,810,46.1519,-82.2243
33,Bati,Cameroon,Severely endangered,800,4.2012,10.7858
1906,Chorote Iyojwa'ja,"Argentina, Paraguay",Severely endangered,800,-24.287,-60.3808
1411,Eman,Cameroon,Severely endangered,800,6.0531,9.7338
34,Isu,Cameroon,Severely endangered,800,4.0094,9.5745
1772,Jamamadí,Brazil,Vulnerable,800,-9.0424,-68.3789
1941,Javaé,Brazil,Definitely endangered,800,-11.1568,-50.4711
1416,Nubaca,Cameroon,Severely endangered,800,4.2971,10.7446
2314,Panasuan,Indonesia,Definitely endangered,800,-2.2516,119.5806
2055,Piaroa (Colombia),Colombia,Definitely endangered,800,4,-68.6666
875,Taos,United States of America,Definitely endangered,800,36.4717,-105.5596
2708,Taulil,Papua New Guinea,Vulnerable,800,-4.5435,152.0397
1854,Tuyuca (Brazil),Brazil,Vulnerable,800,0.4394,-66.8847
1124,Kaike,Nepal,Definitely endangered,794,28.9642,82.9819
372,Kildin Saami,Russian Federation,Severely endangered,787,68.0075,35.0079
740,Ese eja,"Bolivia (Plurinational State of), Peru",Definitely endangered,782,-12.5867,-69.0161
2214,Central Cagayan Agta,Philippines,Vulnerable,779,17.9891,121.8603
971,Mixtec of Santa Inés de Zaragoza,Mexico,Definitely endangered,775,17.2333,-97.1666
1282,Ocopetatillo Mazatec,Mexico,Vulnerable,757,18.1856,-96.9113
607,Jaqaru,Peru,Severely endangered,750,-12.7488,-75.8248
1989,Waiwai (Suriname),Suriname,Critically endangered,750,2.1528,-56.206
1639,Laal,Chad,Critically endangered,749,9.9607,17.6083
506,Ulcha,Russian Federation,Critically endangered,732,52.0457,140.4162
2491,Jawe,New Caledonia (France),Vulnerable,729,-20.4913,164.696
46,Maslam,"Cameroon, Chad",Severely endangered,723,12.136,14.6914
620,Nambiquara do Sul,Brazil,Vulnerable,721,-13.2506,-59.5404
2358,North Slavey,Canada,Definitely endangered,720,65.2161,-123.4362
266,Gitksan,Canada,Severely endangered,710,55.355,-127.6828
1835,A'ingae / Cofan (Ecuador),Ecuador,Definitely endangered,700,0.0659,-76.7065
18,Animere,Ghana,Critically endangered,700,7.6129,0.4064
2288,Batek,Malaysia,Critically endangered,700,4.6695,102.5051
2269,Enggano,Indonesia,Vulnerable,700,-5.4191,102.2717
1703,Indri,Sudan,Severely endangered,700,8.4397,25.5926
193,Kalaw Lagaw Ya,Australia,Definitely endangered,700,-10.0828,142.1081
2514,Lakon,Vanuatu,Vulnerable,700,-14.251,167.422
2406,Mok (China),China,Definitely endangered,700,21.5158,100.221
2078,Ngaanyatjarra,Australia,Vulnerable,700,-26.037,124.541
2625,Ngatikese Men's Creole,Micronesia (Federated States of),Definitely endangered,700,5.8305,157.2308
1845,Piratapuya (Brazil),Brazil,Severely endangered,700,0.5712,-66.7089
1488,Mountain Guarijío,Mexico,Vulnerable,696,27.8758,-108.553
496,Nivkh (Sakhalin),Russian Federation,Severely endangered,688,51.7814,143.1628
1759,Krikati,Brazil,Vulnerable,682,-5.8674,-46.7468
273,Dakota,Canada,Definitely endangered,675,49.8461,-100.5035
1241,Carrier,Canada,Severely endangered,660,54.2395,-125.7621
936,Matlatzinca,Mexico,Definitely endangered,651,19.0479,-100.2197
1308,Kasanga,Guinea-Bissau,Critically endangered,650,12.2702,-16.1553
1856,Wanano / Kotiria (Brazil),Brazil,Vulnerable,650,0.6152,-67.5
1266,Central Popoloc,Mexico,Severely endangered,641,18.5842,-97.9295
2364,Eastern Ojibwe,Canada,Severely endangered,620,44.8381,-80.1983
1487,River Guarijío,Mexico,Vulnerable,617,27.5196,-109.2525
1858,Yuhup (Brazil),Brazil,Vulnerable,617,-1.0546,-69.3896
933,Ocoyoacac Otomí,Mexico,Severely endangered,609,19.2716,-99.4613
1402,Akum,"Cameroon, Nigeria",Critically endangered,600,6.73,9.9316
2628,Blablanga,Solomon Islands,Definitely endangered,600,-8.206,159.4638
1418,Bubia,Cameroon,Severely endangered,600,4.0204,9.2037
897,Chickasaw,United States of America,Severely endangered,600,34.6,-96.8161
1628,Desano (Brazil),Brazil,Definitely endangered,600,0.0878,-67.9394
351,Faetar,Italy,Definitely endangered,600,41.3265,15.1721
1668,Hixkaryána,Brazil,Vulnerable,600,-0.5493,-58.5131
2633,Hoava,Solomon Islands,Vulnerable,600,-8.1883,157.6036
297,Hodi,Venezuela (Bolivarian Republic of),Vulnerable,600,6.075,-65.6323
753,Iñapari,Peru,Critically endangered,600,-12.0822,-69.7412
1648,Koke,Chad,Severely endangered,600,10.8575,18.1315
2545,Kowiai,Indonesia,Vulnerable,600,-3.9437,134.0881
1236,Kuikuro,Brazil,Vulnerable,600,-12.35,-53.21
2308,Laiyolo,Indonesia,Definitely endangered,600,-6.3862,120.4733
1734,Mo'da,Sudan,Critically endangered,600,6.5008,29.9377
497,Northern Selkup,Russian Federation,Severely endangered,600,65.7035,82.4441
2623,Penrhyn,Cook Islands,Severely endangered,600,-9.0153,-158.0218
2082,Pintupi,Australia,Vulnerable,600,-22.8882,128.3203
2010,Piratapuya (Colombia),Colombia,Critically endangered,600,0.8333,-69.5
757,Siona / Secoya (Ecuador),Ecuador,Severely endangered,600,-0.0659,-76.3989
716,Sonsorol,Palau,Severely endangered,600,7.4278,134.5495
2627,Teanu,Solomon Islands,Definitely endangered,600,-11.6219,166.9633
1912,Yaminahua (Brazil),Brazil,Vulnerable,600,-10.6606,-69.6972
568,Andoke,Colombia,Severely endangered,597,-0.769,-72.2351
980,Southern Tlapanec,Mexico,Severely endangered,592,16.7325,-98.6034
2497,Orowe,New Caledonia (France),Definitely endangered,587,-21.4223,165.4678
633,Mosetén,Bolivia (Plurinational State of),Severely endangered,585,-15.4113,-67.5
